fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**20334292.89*158*0.0*161401532*false*7.9374*0.06*0.0*0.06*0.01*-0.12*0.07*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**246737991.17*85943*0.0*1909851471*false*7.7404*0.06*0.0*0.06*0.01*-0.12*0.07*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**95870088.68*7244*0.0*748842075*false*7.811*0.06*0.0*0.06*0.01*-0.12*0.07*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**28377257.38*705*0.0*223411069*false*7.8729*0.06*0.0*0.06*0.01*-0.12*0.07*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**134880704.91*194416*0.0*1057877005*false*7.8431*0.02*0.0*0.02*0.0*-0.08*0.07*0.02*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2018*2018-01-01*2018-03-31*2680*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*1 - Muy bajo*0.13*-0.19**10306215.72*37*0.0*82044987*false*7.9607*0.03*0.0*0.03*0.01*-0.09*0.07*0.04*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**13846406.31*120*0.0*109455294*false*7.905*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**264710676.62*90460*0.0*2040588974*false*7.7088*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**92710818.88*6040*0.0*721204271*false*7.7791*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**27258495.64*619*0.0*213725487*false*7.8407*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**60258510.27*5794*0.0*471994774*false*7.8328*0.04*0.0*0.04*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2019*2019-07-01*2019-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.69**17484385.03*35*0.0*138862398*false*7.9421*0.06*0.0*0.06*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**15223319.89*129*0.0*120465793*false*7.9132*0.06*0.0*0.06*0.01*-0.02*0.15*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**287384325.14*95346*0.0*2217695210*false*7.7168*0.06*0.0*0.06*0.01*-0.02*0.15*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**100459061.99*6550*0.0*782297029*false*7.7872*0.06*0.0*0.06*0.01*-0.02*0.15*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**29008713.62*655*0.0*227686758*false*7.8489*0.06*0.0*0.06*0.01*-0.02*0.14*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**34120592.07*6302*0.0*267442293*false*7.8381*0.02*0.0*0.02*0.01*0.02*0.14*0.03*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2019*2019-07-01*2019-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.0*-0.42**13201567.76*32*0.0*104931764*false*7.9484*0.03*0.0*0.03*0.01*0.0*0.15*0.04*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**15535319.64*130*0.0*122962064*false*7.915*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**223531942.39*71959*0.0*1725344121*false*7.7186*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**92902522.88*5861*0.0*723613898*false*7.789*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**27803082.38*642*0.0*218272410*false*7.8507*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**326937783.37*242560*0.0*2562059385*false*7.8365*0.04*0.0*0.04*0.0*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2019*2019-01-01*2019-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.28*-0.36**9417184.05*30*0.0*74849830*false*7.9482*0.06*0.0*0.06*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**15813233.2*135*0.0*125157429*false*7.9147*0.06*0.0*0.06*0.01*0.12*0.08*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**232441365.85*75269*0.0*1794049643*false*7.7183*0.06*0.0*0.06*0.01*0.12*0.08*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**94391277.75*6128*0.0*735184385*false*7.7887*0.06*0.0*0.06*0.01*0.12*0.08*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**28531964.18*661*0.0*223986835*false*7.8504*0.06*0.0*0.06*0.01*0.12*0.08*0.07*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**253027247.71*239662*0.0*1982006354*false*7.8332*0.02*0.0*0.02*0.0*0.15*0.08*0.03*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2019*2019-01-01*2019-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*1 - Muy bajo*0.1*-0.36**10572741.38*31*0.0*84010558*false*7.946*0.03*0.0*0.03*0.01*0.14*0.08*0.04*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**27764828.77*165*0.0*219414490*false*7.9026*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**259376348.62*83196*0.0*1998894118*false*7.7065*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**106036105.54*6223*0.0*824624913*false*7.7768*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**31054063.46*656*0.0*243415001*false*7.8384*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**85402027.26*5420*0.0*669748695*false*7.8423*0.04*0.0*0.04*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 2 2020*2020-07-01*2020-12-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.17*-0.46**42957610.53*46*0.0*341413585*false*7.9477*0.06*0.0*0.06*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**17333029.42*130*0.0*137035488*false*7.906*0.06*0.0*0.06*0.01*0.1*0.06*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**273683880.86*86131*0.0*2110054714*false*7.7098*0.06*0.0*0.06*0.01*0.1*0.06*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**106746151.39*6375*0.0*830501201*false*7.7802*0.06*0.0*0.06*0.01*0.1*0.06*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**27807399.01*630*0.0*218059646*false*7.8418*0.06*0.0*0.06*0.01*0.1*0.06*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**86423940.12*5057*0.0*677797195*false*7.8427*0.02*0.0*0.02*0.01*0.14*0.06*0.03*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 3 2020*2020-07-01*2020-09-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.47**21631536.45*37*0.0*171952701*false*7.9492*0.03*0.0*0.03*0.01*0.13*0.06*0.04*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**17336734.83*129*0.0*136927437*false*7.8981*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**269735420.91*87377*0.0*2077528211*false*7.7021*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**101549438.99*6244*0.0*789278130*false*7.7724*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**26633611.94*618*0.0*208645728*false*7.8339*0.11*0.0*0.11*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**71393840.11*5148*0.0*559149439*false*7.8319*0.04*0.0*0.04*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Semester 1 2020*2020-01-01*2020-06-30*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.22*-0.45**10368629.0*31*0.0*82318813*false*7.9392*0.06*0.0*0.06*0.01*[]*[]*[]*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**13639738.13*121*0.0*107272713*false*7.8647*0.06*0.0*0.06*0.01*-0.51*0.35*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**288795594.38*89549*0.0*2214918573*false*7.6695*0.06*0.0*0.06*0.01*-0.51*0.35*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**109731306.02*6525*0.0*849261167*false*7.7395*0.06*0.0*0.06*0.01*-0.51*0.35*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**28562099.42*637*0.0*222806473*false*7.8008*0.06*0.0*0.06*0.01*-0.51*0.35*0.06*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**67626569.73*5267*0.0*527207477*false*7.7959*0.02*0.0*0.02*0.0*-0.47*0.35*0.03*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
CAIXABANK MONETARIO RENDIMIENTO, FI*CAIXABANK MONETARIO RENDIMIENTO, FI*63050835*Trimester 1 2020*2020-01-01*2020-03-31*2680*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*1 - Muy bajo*0.06*-0.45**13658576.47*34*0.0*107952306*false*7.9036*0.03*0.0*0.03*0.01*-0.48*0.35*0.04*CAIXABANK ASSET MANAGEMENT SGIIC, S.A.*CECABANK, S.A.*
